Trade Date,ISIN,YTM / Yield
March 2005,IN0020010057,6.59
March 2005,IN0020010057,6.58
March 2005,IN0020020056,6.61
March 2005,IN002004X013,5.14
March 2005,IN0020020064,6.38
March 2005,IN0020020130,6.69
March 2005,IN0020010057,6.59
March 2005,IN0020010057,6.58
March 2005,IN002004X013,5.30
March 2005,IN0020020015,6.32
March 2005,IN0020020130,6.69
March 2005,IN0020020130,6.69
March 2005,IN0020020064,6.38
March 2005,IN0020020056,6.61
March 2005,IN0020020064,6.39
March 2005,IN0020020064,6.38
March 2005,IN0020020064,6.41
March 2005,IN0020020064,6.39
March 2005,IN0020020064,6.39
March 2005,IN0020020130,6.68
March 2005,IN0020020064,6.39
March 2005,IN002004X013,5.30
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.69
March 2005,IN002004X013,5.15
March 2005,IN0020020064,6.39
March 2005,IN0020020064,6.39
March 2005,IN002004X013,5.29
March 2005,IN002004X013,5.29
March 2005,IN002004Z018,5.17
March 2005,IN0020020064,6.39
March 2005,IN0020010057,6.53
March 2005,IN002004X013,5.30
March 2005,IN002004X013,5.17
March 2005,IN0020000116,6.62
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.69
March 2005,IN0019970014,5.88
March 2005,IN0020020130,6.69
March 2005,IN0020010057,6.59
March 2005,IN0019910192,5.88
March 2005,IN0020000041,6.71
March 2005,IN0020010057,6.59
March 2005,IN0020020064,6.39
March 2005,IN002004X013,5.29
March 2005,IN002004X013,5.28
March 2005,IN0020020130,6.69
March 2005,IN002004X013,5.30
March 2005,IN0020020064,6.39
March 2005,IN002004X013,5.29
March 2005,IN0020020130,6.69
March 2005,IN002004Z018,4.80
March 2005,IN0020020130,6.69
March 2005,IN0020020130,6.69
March 2005,IN0020010057,6.53
March 2005,IN0020020114,5.59
March 2005,IN002004X013,5.29
March 2005,IN0020000033,6.88
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.69
March 2005,IN0020020130,6.68
March 2005,IN0020020247,7.06
March 2005,IN0020020098,6.87
March 2005,IN0020020130,6.69
March 2005,IN0020020163,6.77
March 2005,IN2020010046,7.10
March 2005,IN0020020130,6.70
March 2005,IN0020020064,6.38
March 2005,IN0019840035,7.00
March 2005,IN0020020130,6.65
March 2005,IN0020010057,6.58
March 2005,IN2020040068,7.14
March 2005,IN0020020130,6.69
March 2005,IN002004Z018,5.30
March 2005,IN0020030022,6.96
March 2005,IN0019960098,5.66
March 2005,IN0020010057,6.59
March 2005,IN0020010057,6.58
March 2005,IN0020010057,6.58
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.68
March 2005,IN002004X013,5.19
March 2005,IN0020020122,6.64
March 2005,IN0020020122,6.60
March 2005,IN0020020130,6.68
March 2005,IN1919990037,7.19
March 2005,IN0020020130,6.69
March 2005,IN002004X013,5.28
March 2005,IN002004X013,5.27
March 2005,IN0020020130,6.68
March 2005,IN002004Z018,5.64
March 2005,IN0019980047,6.18
March 2005,IN0020010065,6.93
March 2005,IN0020010057,6.58
March 2005,IN0020020122,6.60
March 2005,IN0020010057,6.58
March 2005,IN002004X013,5.14
March 2005,IN2119970019,6.97
March 2005,IN0020020247,7.10
March 2005,IN0020010081,7.13
March 2005,IN002004X013,4.93
March 2005,IN0020030055,6.83
March 2005,IN2219970018,6.97
March 2005,IN002004Z018,5.65
March 2005,IN0020020247,6.95
March 2005,IN0020020114,5.64
March 2005,IN1920040053,7.14
March 2005,IN0020020163,6.81
March 2005,IN0019980336,6.57
March 2005,IN2219990016,6.94
March 2005,IN0020010057,6.58
March 2005,IN0020030048,6.96
March 2005,IN0019820037,6.80
March 2005,IN002004Z018,5.65
March 2005,IN002004Z018,5.65
March 2005,IN0020020064,6.39
March 2005,IN0020020122,6.66
March 2005,IN2020040068,7.14
March 2005,IN0020000116,6.76
March 2005,IN0020030048,6.83
March 2005,IN0020010057,6.58
March 2005,IN002004Z018,5.63
March 2005,IN002004Z018,5.64
March 2005,IN0020010057,6.58
March 2005,IN002004Z018,5.64
March 2005,IN0020020056,6.59
March 2005,IN0020010057,6.58
March 2005,IN0020020130,6.68
March 2005,IN0020042035,4.54
March 2005,IN0020020098,6.87
March 2005,IN002004X013,4.75
March 2005,IN002004X013,4.75
March 2005,IN1020040052,7.12
March 2005,IN0020020064,6.38
March 2005,IN1920000016,7.24
March 2005,IN0020020130,6.68
March 2005,IN0020010057,6.58
March 2005,IN0020020130,6.68
March 2005,IN0020010081,7.10
March 2005,IN002004X013,5.30
March 2005,IN0020040039,7.15
March 2005,IN0020010081,7.10
March 2005,IN0020020247,7.09
March 2005,IN0020010081,7.10
March 2005,IN0020010107,6.83
March 2005,IN0020020130,6.69
March 2005,IN002004Z018,4.91
March 2005,IN0020010073,6.61
March 2005,IN0020010065,6.87
March 2005,IN0020020122,6.60
March 2005,IN0020030048,6.80
March 2005,IN3120040057,7.11
March 2005,IN0020030048,6.80
March 2005,IN0020020163,6.54
March 2005,IN0020010057,6.58
March 2005,IN002004X013,5.30
March 2005,IN0020030055,6.97
March 2005,IN002004Z018,4.80
March 2005,IN0019960098,5.74
March 2005,IN0020020163,6.81
March 2005,IN0020020130,6.69
March 2005,IN0020010081,7.13
March 2005,IN002004Z018,5.13
March 2005,IN1420010010,6.96
March 2005,IN002004Z018,5.13
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.68
March 2005,IN0020010057,6.53
March 2005,IN0020010107,6.88
March 2005,IN1320000012,7.20
March 2005,IN002004Z018,5.20
March 2005,IN002004Z018,5.20
March 2005,IN0020020130,6.64
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.55
March 2005,IN0020040039,7.14
March 2005,IN0020020247,7.11
March 2005,IN0020020163,6.84
March 2005,IN0020020247,7.14
March 2005,IN3120040057,7.10
March 2005,IN0020010065,7.06
March 2005,IN002004Z018,5.07
March 2005,IN0020030055,6.95
March 2005,IN2119970027,6.98
March 2005,IN2119990017,6.85
March 2005,IN0020040039,7.14
March 2005,IN002004Z018,5.35
March 2005,IN0019800021,6.50
March 2005,IN0020030055,6.95
March 2005,IN0020010107,6.85
March 2005,IN0020020247,7.13
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN0020020247,7.07
March 2005,IN2219980025,7.08
March 2005,IN0020020247,7.13
March 2005,IN1020010030,7.11
March 2005,IN002004X013,5.28
March 2005,IN002004X013,5.08
March 2005,IN0020020098,6.85
March 2005,IN2120010011,7.09
March 2005,IN002004X013,5.00
March 2005,IN0020020114,5.44
March 2005,IN2020040068,7.11
March 2005,IN0020020106,7.10
March 2005,IN0020020163,6.81
March 2005,IN0020010040,7.05
March 2005,IN0020020163,6.83
March 2005,IN3120040057,7.17
March 2005,IN0019900045,6.65
March 2005,IN0020020163,6.81
March 2005,IN002004X013,5.17
March 2005,IN0020020031,6.87
March 2005,IN0020030022,6.95
March 2005,IN0020020163,6.83
March 2005,IN0020020163,6.84
March 2005,IN0020020072,7.01
March 2005,IN0020020056,6.52
March 2005,IN002004Z018,5.60
March 2005,IN0019820086,5.66
March 2005,IN0020030048,6.95
March 2005,IN0020030097,7.01
March 2005,IN0020020163,6.78
March 2005,IN0020030048,7.00
March 2005,IN1920020014,7.17
March 2005,IN0020030055,7.02
March 2005,IN0019980062,6.60
March 2005,IN2919990027,7.17
March 2005,IN0020020130,6.66
March 2005,IN1519910021,7.33
March 2005,IN0020020163,6.78
March 2005,IN0020020130,6.65
March 2005,IN0020010057,6.54
March 2005,IN1920040046,7.22
March 2005,IN2120010011,7.09
March 2005,IN1919910027,7.33
March 2005,IN0020020163,6.79
March 2005,IN2219980025,7.08
March 2005,IN0020020163,6.80
March 2005,IN002004X013,4.85
March 2005,IN2020040068,7.14
March 2005,IN0020020130,6.64
March 2005,IN0019990012,6.54
March 2005,IN0019840084,6.78
March 2005,IN0020010107,6.90
March 2005,IN002004X013,5.27
March 2005,IN0020020163,6.80
March 2005,IN0020000041,6.74
March 2005,IN0020000033,6.70
March 2005,IN1020010030,7.11
March 2005,IN1019990036,7.09
March 2005,IN002004X013,5.27
March 2005,IN0020020122,6.62
March 2005,IN0020020247,7.14
March 2005,IN0019900045,6.54
March 2005,IN002004Z018,4.80
March 2005,IN2919990027,7.09
March 2005,IN0020020056,6.52
March 2005,IN0020020130,6.65
March 2005,IN0020030048,7.00
March 2005,IN0019900045,6.64
March 2005,IN2020040068,7.12
March 2005,IN002004X013,4.80
March 2005,IN0020020163,6.81
March 2005,IN2220010010,7.09
March 2005,IN3120040057,7.10
March 2005,IN0020020064,6.36
March 2005,IN0020010107,6.94
March 2005,IN2919990027,7.16
March 2005,IN2920010013,7.09
March 2005,IN002004Z018,5.58
March 2005,IN0020020130,6.66
March 2005,IN0020010107,6.93
March 2005,IN002004Z018,5.57
March 2005,IN0020010081,7.03
March 2005,IN0020010040,7.03
March 2005,IN2220040082,7.14
March 2005,IN0020010065,7.06
March 2005,IN0020020114,5.44
March 2005,IN0020040039,7.15
March 2005,IN0020010107,6.82
March 2005,IN0020030055,6.95
March 2005,IN0020020106,7.10
March 2005,IN002004X013,5.27
March 2005,IN0019980062,6.59
March 2005,IN0020020130,6.66
March 2005,IN2219990016,7.09
March 2005,IN0020020163,6.77
March 2005,IN0019800021,6.45
March 2005,IN0020030055,7.02
March 2005,IN2220000029,7.20
March 2005,IN3120040057,7.15
March 2005,IN3120040057,7.10
March 2005,IN0019980336,6.50
March 2005,IN3120040057,7.15
March 2005,IN3120040057,7.10
March 2005,IN0020010040,7.05
March 2005,IN0020020247,7.13
March 2005,IN3120040057,7.14
March 2005,IN1420020019,7.12
March 2005,IN0020010107,6.83
March 2005,IN0020010032,6.65
March 2005,IN0020000066,6.56
March 2005,IN0020020247,7.09
March 2005,IN0020000066,6.56
March 2005,IN0020030048,6.98
March 2005,IN0020000066,6.56
March 2005,IN1520040040,6.94
March 2005,IN3120040057,7.11
March 2005,IN0020020171,6.92
March 2005,IN3120040057,7.10
March 2005,IN002004Z018,5.50
March 2005,IN002004Z018,5.50
March 2005,IN1020040078,7.14
March 2005,IN3120040057,7.10
March 2005,IN3120040057,7.10
March 2005,IN0020010065,7.01
March 2005,IN0020020072,6.99
March 2005,IN0020020247,7.05
March 2005,IN1920010023,7.08
March 2005,IN0020020072,6.99
March 2005,IN2020040068,7.12
March 2005,IN1920020014,7.16
March 2005,IN0020020122,6.58
March 2005,IN0020000066,6.56
March 2005,IN2119980026,7.08
March 2005,IN0020010107,6.93
March 2005,IN0020020114,5.44
March 2005,IN002004X013,4.83
March 2005,IN1020000023,7.20
March 2005,IN0020010057,6.35
March 2005,IN0020020163,6.81
March 2005,IN002004Z018,5.28
March 2005,IN002004X013,5.27
March 2005,IN002004Z018,5.27
March 2005,IN3120040057,7.17
March 2005,IN002004X013,5.19
March 2005,IN002004Z018,5.07
March 2005,IN0020020247,7.09
March 2005,IN3120040057,7.16
March 2005,IN0020010024,7.11
March 2005,IN002004X013,5.14
March 2005,IN1020010030,6.94
March 2005,IN0020010107,6.88
March 2005,IN0019870073,5.96
March 2005,IN002004X013,4.95
March 2005,IN0020010107,6.90
March 2005,IN0019800021,6.47
March 2005,IN002004X013,5.25
March 2005,IN0020030048,6.95
March 2005,IN0020020130,6.66
March 2005,IN0020030048,6.96
March 2005,IN0020030048,6.96
March 2005,IN2119980026,7.08
March 2005,IN0020000108,6.18
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.52
March 2005,IN002004X013,5.11
March 2005,IN0020030048,7.00
March 2005,IN0020020247,7.09
March 2005,IN0020020247,7.09
March 2005,IN0020020130,6.66
March 2005,IN0020020064,6.35
March 2005,IN0019870073,5.96
March 2005,IN0020020130,6.66
March 2005,IN0019990137,6.75
March 2005,IN0020020106,7.11
March 2005,IN1020040052,7.17
March 2005,IN1920040053,7.17
March 2005,IN3120040057,7.10
March 2005,IN1020010030,7.09
March 2005,IN002004Z018,5.58
March 2005,IN0019970014,5.99
March 2005,IN002004Z018,5.59
March 2005,IN0019970014,5.99
March 2005,IN0020020163,6.78
March 2005,IN2919910025,7.35
March 2005,IN1019990036,7.08
March 2005,IN0020020163,6.79
March 2005,IN2919990027,7.08
March 2005,IN2219960035,6.96
March 2005,IN0020030055,6.95
March 2005,IN2220010010,7.09
March 2005,IN2920010013,7.09
March 2005,IN0020020130,6.67
March 2005,IN0020020130,6.65
March 2005,IN1019970020,6.98
March 2005,IN0020020130,6.67
March 2005,IN0020020064,6.38
March 2005,IN0020020130,6.65
March 2005,IN1919970021,6.98
March 2005,IN0020020130,6.65
March 2005,IN1519970025,6.98
March 2005,IN0020010057,6.56
March 2005,IN0020020163,6.87
March 2005,IN0020020247,7.03
March 2005,IN002004X013,5.24
March 2005,IN0020010040,7.09
March 2005,IN3120040057,7.10
March 2005,IN1520010043,7.11
March 2005,IN0020020247,7.08
March 2005,IN0020020064,6.38
March 2005,IN0020020056,6.52
March 2005,IN0020010057,6.55
March 2005,IN002004X013,5.31
March 2005,IN2020040068,7.14
March 2005,IN0020000090,6.91
March 2005,IN0020020106,7.14
March 2005,IN0020010057,6.55
March 2005,IN0020010057,6.56
March 2005,IN002004X013,5.33
March 2005,IN0020010107,6.85
March 2005,IN0020010057,6.56
March 2005,IN0020010057,6.53
March 2005,IN002004Z018,5.60
March 2005,IN0020020130,6.67
March 2005,IN0020010057,6.56
March 2005,IN0020010057,6.53
March 2005,IN1019970020,6.96
March 2005,IN0020010040,7.08
March 2005,IN0020010057,6.56
March 2005,IN1519970025,6.96
March 2005,IN0020020031,6.75
March 2005,IN0020010057,6.56
March 2005,IN0020020064,6.38
March 2005,IN0020020130,6.67
March 2005,IN0020020049,6.71
March 2005,IN0020040039,7.12
March 2005,IN002004X013,5.01
March 2005,IN1020040078,7.14
March 2005,IN1920020014,7.15
March 2005,IN0020020247,7.05
March 2005,IN002004X013,5.01
March 2005,IN002004X013,5.01
March 2005,IN002004Z018,5.58
March 2005,IN0020020130,6.66
March 2005,IN0020020130,6.66
March 2005,IN0020020163,6.86
March 2005,IN0020010040,7.19
March 2005,IN002004X013,5.01
March 2005,IN0020020130,6.66
March 2005,IN0020020130,6.67
March 2005,IN002004Z018,5.25
March 2005,IN1919970021,6.96
March 2005,IN0020020056,6.55
March 2005,IN0020020130,6.66
March 2005,IN0020020064,6.36
March 2005,IN0019980229,6.22
March 2005,IN0020020247,7.11
March 2005,IN0020010073,6.84
March 2005,IN0020020247,7.11
March 2005,IN1520000010,7.16
March 2005,IN0020020130,6.66
March 2005,IN002004X013,4.90
March 2005,IN0020020247,7.11
March 2005,IN002004X013,5.24
March 2005,IN0020020247,7.11
March 2005,IN002004Z018,5.20
March 2005,IN002004X013,5.14
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.52
March 2005,IN0020020064,6.37
March 2005,IN0020020064,6.35
March 2005,IN0020020064,6.35
March 2005,IN0020020064,6.37
March 2005,IN0020020064,6.35
March 2005,IN0020020064,6.37
March 2005,IN0020020064,6.37
March 2005,IN002004X013,5.25
March 2005,IN0020030048,6.95
March 2005,IN2219960035,6.94
March 2005,IN0020000090,6.91
March 2005,IN0020020064,6.37
March 2005,IN0020020130,6.66
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN002004Z018,5.60
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020020056,6.53
March 2005,IN0020010057,6.56
March 2005,IN0020020130,6.65
March 2005,IN002004Z018,5.60
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.63
March 2005,IN0020020056,6.52
March 2005,IN0020010057,6.54
March 2005,IN0020010057,6.56
March 2005,IN0020020130,6.64
March 2005,IN0020020056,6.53
March 2005,IN0020020130,6.63
March 2005,IN0020020064,6.37
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.54
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020020064,6.36
March 2005,IN0020010057,6.56
March 2005,IN0020010057,6.54
March 2005,IN0020010057,6.53
March 2005,IN002004Z018,4.75
March 2005,IN0020020064,6.36
March 2005,IN0019900045,6.68
March 2005,IN0019900045,6.68
March 2005,IN0020020023,6.67
March 2005,IN0020020023,6.67
March 2005,IN0020020064,6.36
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020020064,6.37
March 2005,IN0020010057,6.55
March 2005,IN002004Z018,5.59
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020010057,6.55
March 2005,IN0020020130,6.63
March 2005,IN0019980336,6.64
March 2005,IN0020020130,6.63
March 2005,IN0020020130,6.66
March 2005,IN0020010057,6.52
March 2005,IN0020000041,6.74
March 2005,IN0020010057,6.54
March 2005,IN0019980336,6.64
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.52
March 2005,IN0020020130,6.63
March 2005,IN0020020064,6.36
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020010057,6.52
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN0020000041,6.74
March 2005,IN002004X013,5.18
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.63
March 2005,IN0020000041,6.74
March 2005,IN0020010057,6.53
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.65
March 2005,IN002004X013,5.10
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.66
March 2005,IN0020020130,6.66
March 2005,IN0020020064,6.36
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN002004Z018,5.61
March 2005,IN0020020130,6.63
March 2005,IN0020010057,6.52
March 2005,IN0020010057,6.53
March 2005,IN0020020064,6.36
March 2005,IN0020020064,6.35
March 2005,IN0020020064,6.35
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.64
March 2005,IN0020010057,6.52
March 2005,IN0020020064,6.36
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.65
March 2005,IN0020010057,6.52
March 2005,IN0020020064,6.36
March 2005,IN0020020064,6.35
March 2005,IN002004X013,5.20
March 2005,IN0020020130,6.65
March 2005,IN0020020064,6.35
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020020064,6.36
March 2005,IN0020020064,6.36
March 2005,IN0020030055,7.02
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.63
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.63
March 2005,IN0020010057,6.52
March 2005,IN0020020130,6.63
March 2005,IN0020010057,6.53
March 2005,IN0020010057,6.52
March 2005,IN002004Z018,5.55
March 2005,IN0019990038,5.67
March 2005,IN0020020130,6.64
March 2005,IN002004X013,5.28
March 2005,IN002004Z018,5.33
March 2005,IN2020040068,7.14
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.64
March 2005,IN0020020163,6.78
March 2005,IN3120040057,7.15
March 2005,IN0020020163,6.80
March 2005,IN0020020171,6.93
March 2005,IN0020010081,7.15
March 2005,IN0020010024,7.04
March 2005,IN0020010024,7.04
March 2005,IN0020020130,6.64
March 2005,IN1919990037,7.14
March 2005,IN0020010024,7.04
March 2005,IN0020000116,6.77
March 2005,IN0019964017,5.73
March 2005,IN2020040068,7.12
March 2005,IN0020010057,6.53
March 2005,IN1520010043,7.12
March 2005,IN0020020072,6.99
March 2005,IN0019960056,5.76
March 2005,IN0020020130,6.64
March 2005,IN0020020122,6.63
March 2005,IN0020010057,6.54
March 2005,IN0020020130,6.65
March 2005,IN002004X013,5.15
March 2005,IN0020010057,6.52
March 2005,IN002004Z018,5.15
March 2005,IN002004Z018,4.75
March 2005,IN0020010024,7.04
March 2005,IN002004X013,5.28
March 2005,IN0020020056,6.52
March 2005,IN0019980062,5.92
March 2005,IN1920000032,7.02
March 2005,IN1920000032,7.02
March 2005,IN002004X013,5.27
March 2005,IN002004X013,5.15
March 2005,IN0020020247,7.13
March 2005,IN002004X013,5.27
March 2005,IN0020020130,6.64
March 2005,IN0020020130,6.65
March 2005,IN2020040068,7.14
March 2005,IN0020020130,6.65
March 2005,IN0019990038,5.67
March 2005,IN002004X013,5.27
March 2005,IN0020020064,6.37
March 2005,IN1920000032,7.02
March 2005,IN0019840035,6.66
March 2005,IN0019840084,6.85
March 2005,IN0020010057,6.55
March 2005,IN2219990016,7.10
March 2005,IN0020010057,6.54
March 2005,IN002004Z018,5.33
March 2005,IN0019990012,6.55
March 2005,IN0019890030,6.58
March 2005,IN002004Z018,5.59
March 2005,IN3120000044,6.99
March 2005,IN1920000016,6.98
March 2005,IN0020020130,6.64
March 2005,IN0020000116,6.64
March 2005,IN0019890030,6.56
March 2005,IN0020010024,7.05
March 2005,IN002004Z018,5.10
March 2005,IN2220040082,7.17
March 2005,IN0019964017,5.72
March 2005,IN0019960056,5.75
March 2005,IN0020020130,6.64
March 2005,IN0020000025,7.37
March 2005,IN0020020163,6.84
March 2005,IN0019850034,7.12
March 2005,IN0019850034,7.12
March 2005,IN0020020130,6.64
March 2005,IN0019980120,6.64
March 2005,IN002004X013,5.10
March 2005,IN002004X013,5.08
March 2005,IN0020020064,6.35
March 2005,IN3120040057,7.10
March 2005,IN0020020247,7.11
March 2005,IN0020030048,6.98
March 2005,IN002004X013,5.08
March 2005,IN0020030048,6.91
March 2005,IN002004Z018,5.61
March 2005,IN0019980047,6.20
March 2005,IN0020020247,7.14
March 2005,IN0020030055,6.95
March 2005,IN0020040039,7.12
March 2005,IN0020020247,7.06
March 2005,IN002004Z018,5.06
March 2005,IN0019990038,5.62
March 2005,IN0020020130,6.64
March 2005,IN0020040039,7.13
March 2005,IN0019990038,5.62
March 2005,IN0020020130,6.64
March 2005,IN002004X013,4.90
March 2005,IN0019990038,5.62
March 2005,IN1920010023,7.04
March 2005,IN0020020056,6.52
March 2005,IN0019840084,6.85
March 2005,IN0020010057,6.53
March 2005,IN002004X013,5.08
March 2005,IN0020010065,6.97
March 2005,IN0019980336,6.55
March 2005,IN0020020056,6.52
March 2005,IN2220040082,7.08
March 2005,IN0020010065,6.91
March 2005,IN0019980229,6.10
March 2005,IN0020020064,6.36
March 2005,IN002004Z018,5.55
March 2005,IN0020000116,6.68
March 2005,IN0020020197,6.79
March 2005,IN0020010040,7.06
March 2005,IN0020020114,5.32
March 2005,IN0020020114,5.32
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN002004X013,4.95
March 2005,IN0019990012,6.41
March 2005,IN0020030022,7.18
March 2005,IN0020020064,6.35
March 2005,IN0019990012,6.41
March 2005,IN0020020130,6.65
March 2005,IN0020020130,6.65
March 2005,IN0020020072,6.99
March 2005,IN0019890030,6.57
March 2005,IN0019840035,6.63
March 2005,IN0019990012,6.41
March 2005,IN0020020163,6.81
March 2005,IN3120010035,7.14
March 2005,IN0020020171,6.95
March 2005,IN0020020130,6.65
March 2005,IN002004X013,5.20
March 2005,IN0020020130,6.65
March 2005,IN002004X013,5.20
March 2005,IN002004Z018,5.62
March 2005,IN0020010057,6.54
March 2005,IN0020030048,6.91
March 2005,IN0019980336,6.56
March 2005,IN0020030048,6.99
March 2005,IN0019980344,6.73
March 2005,IN0020020023,6.56
March 2005,IN002004X013,5.26
March 2005,IN1020010030,7.12
March 2005,IN002004Z018,5.62
March 2005,IN0020020072,6.99
March 2005,IN0020010073,6.41
March 2005,IN0020010065,7.02
March 2005,IN0020020247,7.08
March 2005,IN0019800021,6.54
March 2005,IN0020020163,6.72
March 2005,IN0019800021,6.48
March 2005,IN002004Z018,5.58
March 2005,IN0020020163,6.78
March 2005,IN0020010065,7.06
March 2005,IN002004Z018,5.60
March 2005,IN0020020163,6.78
March 2005,IN002004X013,5.26
March 2005,IN0020010081,7.15
March 2005,IN002004X013,4.95
March 2005,IN002004X013,5.17
March 2005,IN0020010065,7.02
March 2005,IN0020020163,6.81
March 2005,IN002004X013,5.25
March 2005,IN0020020130,6.65
March 2005,IN0020020064,6.37
March 2005,IN0020030022,7.10
March 2005,IN3120040057,7.10
March 2005,IN0020020130,6.65
March 2005,IN002004Z018,5.58
March 2005,IN002004Z018,5.58
March 2005,IN0020010057,6.54
March 2005,IN2020040068,7.12
March 2005,IN002004Z018,5.58
March 2005,IN0020020106,7.12
March 2005,IN0019964017,5.71
March 2005,IN1020000049,6.92
March 2005,IN0020040039,7.14
March 2005,IN002004X013,5.00
March 2005,IN0020020171,6.92
March 2005,IN1420020019,7.14
March 2005,IN0020010040,7.05
March 2005,IN0020020064,6.36
March 2005,IN3120040057,7.14
March 2005,IN0019990038,5.67
March 2005,IN0019960056,5.74
March 2005,IN002004X013,5.25
March 2005,IN0020020130,6.65
March 2005,IN0019900045,6.65
March 2005,IN0020020098,6.90
March 2005,IN0020010065,6.86
March 2005,IN0019820037,6.74
March 2005,IN0020040039,7.09
March 2005,IN0020020098,6.90
March 2005,IN002004Z018,5.07
March 2005,IN002004Z018,5.07
March 2005,IN002004X013,4.95
March 2005,IN0020000116,6.76
March 2005,IN0019890030,6.56
March 2005,IN0020020114,5.44
March 2005,IN0020010057,6.57
March 2005,IN002004X013,5.05
March 2005,IN0020000116,6.71
March 2005,IN002004Z018,5.07
March 2005,IN0020000108,6.19
March 2005,IN0020020163,6.80
March 2005,IN0020020049,6.59
March 2005,IN0020020106,7.13
March 2005,IN0020010057,6.60
March 2005,IN0020020023,6.64
March 2005,IN0020020114,5.20
March 2005,IN002004X013,5.26
March 2005,IN0019980062,5.93
March 2005,IN0020010057,6.50
March 2005,IN0020020130,6.66
March 2005,IN1520010043,7.05
March 2005,IN0019780025,5.90
March 2005,IN002004Z018,5.07
March 2005,IN002004Z018,5.57
March 2005,IN0020010057,6.57
March 2005,IN1520010043,7.05
March 2005,IN0019840035,6.65
March 2005,IN1520010043,7.05
March 2005,IN0020020064,6.39
March 2005,IN0020000116,6.68
March 2005,IN002004X013,5.05
March 2005,IN1520010043,7.05
March 2005,IN0020020130,6.66
March 2005,IN3120040057,7.11
March 2005,IN002004Z018,5.55
March 2005,IN002004Z018,5.56
March 2005,IN0020020130,6.67
March 2005,IN0020010057,6.57
March 2005,IN0020020056,6.52
March 2005,IN002004X013,4.50
March 2005,IN1520040040,7.17
March 2005,IN0020010057,6.57
March 2005,IN0020020114,5.20
March 2005,IN0020010115,6.69
March 2005,IN0020020247,7.05
March 2005,IN002004Z018,5.58
March 2005,IN0020020064,6.39
March 2005,IN0020000116,6.71
March 2005,IN0020020064,6.39
March 2005,IN0019960056,5.80
March 2005,IN0020010107,6.95
March 2005,IN0020020130,6.68
March 2005,IN0020020130,6.69
March 2005,IN0020020130,6.68
March 2005,IN0020010057,6.58
March 2005,IN0020020171,6.87
March 2005,IN0020000116,6.71
March 2005,IN0020030055,6.90
March 2005,IN0020040039,7.15
March 2005,IN0020020163,6.78
March 2005,IN0020000116,6.71
March 2005,IN0020020064,6.39
March 2005,IN0019870073,5.96
March 2005,IN0020020163,6.79
March 2005,IN002004Z018,5.58
March 2005,IN0019870073,5.96
March 2005,IN0020020106,7.10
March 2005,IN0019780025,5.92
March 2005,IN1920040053,7.12
March 2005,IN002004Z018,5.34
March 2005,IN0020020049,6.72
March 2005,IN002004X013,5.05
March 2005,IN002004Z018,5.58
March 2005,IN0020010057,6.57
March 2005,IN002004Z018,5.55
March 2005,IN002004X013,5.05
March 2005,IN002004X013,4.85
March 2005,IN0020010107,7.01
March 2005,IN0020000025,7.05
March 2005,IN0020010065,7.06
March 2005,IN0020020064,6.37
