Trade Date,ISIN,YTM / Yield
July 2005,IN0020020049,6.87
July 2005,IN0020020023,6.73
July 2005,IN0020010107,7.00
July 2005,IN0020010040,7.50
July 2005,IN002005Z015,5.66
July 2005,IN0020020049,6.88
July 2005,IN0020040039,7.59
July 2005,IN0019980047,6.31
July 2005,IN0020020023,6.75
July 2005,IN0020020023,6.73
July 2005,IN0020020122,6.89
July 2005,IN0020020064,6.56
July 2005,IN0020020122,6.93
July 2005,IN002005Z015,5.66
July 2005,IN0020020122,6.89
July 2005,IN0020020122,6.88
July 2005,IN0020020031,7.06
July 2005,IN0020020049,6.87
July 2005,IN0020020122,6.87
July 2005,IN0020020049,6.93
July 2005,IN0020020122,6.94
July 2005,IN0020020122,6.87
July 2005,IN0020020023,6.75
July 2005,IN0020020122,6.92
July 2005,IN0020010040,7.44
July 2005,IN0020020122,6.89
July 2005,IN0020010115,6.68
July 2005,IN0020020122,6.88
July 2005,IN0020020122,6.87
July 2005,IN0020020023,6.72
July 2005,IN0020010115,6.67
July 2005,IN0020010107,6.98
July 2005,IN0020020122,6.87
July 2005,IN0020040039,7.56
July 2005,IN0020020023,6.75
July 2005,IN0020020064,6.56
July 2005,IN0020010107,6.99
July 2005,IN0020020122,6.89
July 2005,IN0020010040,7.45
July 2005,IN0019820037,6.83
July 2005,IN0020020023,6.73
July 2005,IN0020020049,6.90
July 2005,IN0020020122,6.94
July 2005,IN0020020122,6.86
July 2005,IN0020020122,6.96
July 2005,IN0020010040,7.44
July 2005,IN0020020064,6.59
July 2005,IN0020010107,6.99
July 2005,IN0020020064,6.57
July 2005,IN0020020122,6.83
July 2005,IN0020020122,6.84
July 2005,IN0020020049,6.92
July 2005,IN0020020064,6.56
July 2005,IN0020020064,6.55
July 2005,IN0020040039,7.49
July 2005,IN0020010040,7.45
July 2005,IN0020020049,6.87
July 2005,IN0020020122,6.96
July 2005,IN0020020031,7.06
July 2005,IN0020020064,6.57
July 2005,IN0020010040,7.44
July 2005,IN0020020122,6.82
July 2005,IN0020020064,6.55
July 2005,IN0020010040,7.43
July 2005,IN0020010040,7.43
July 2005,IN0020020064,6.62
July 2005,IN0020010040,7.43
July 2005,IN0020020064,6.56
July 2005,IN0020020049,6.87
July 2005,IN002005Z015,5.73
July 2005,IN002005Z015,5.67
July 2005,IN0020010040,7.42
July 2005,IN0020020023,6.71
July 2005,IN0020020122,6.83
July 2005,IN0020020064,6.54
July 2005,IN0020010107,6.99
July 2005,IN0020020122,6.83
July 2005,IN0020020122,6.95
July 2005,IN0020010040,7.43
July 2005,IN0020020023,6.71
July 2005,IN0020020023,6.71
July 2005,IN0020020122,6.81
July 2005,IN0020000090,7.14
July 2005,IN0020020122,6.94
July 2005,IN0020010040,7.42
July 2005,IN0020020122,6.88
July 2005,IN0020010040,7.42
July 2005,IN0020010107,6.98
July 2005,IN002005Z015,5.67
July 2005,IN0020020122,6.87
July 2005,IN0020020122,6.87
July 2005,IN0020020049,6.86
July 2005,IN0020020023,6.71
July 2005,IN0020020122,6.87
July 2005,IN0020010040,7.43
July 2005,IN0020020122,6.90
July 2005,IN0020010040,7.42
July 2005,IN002005Z015,5.67
July 2005,IN0020020122,6.88
July 2005,IN0020020122,6.86
July 2005,IN0020010040,7.42
July 2005,IN0020010040,7.42
July 2005,IN0020020122,6.87
July 2005,IN0020020122,6.82
July 2005,IN0020010107,6.97
July 2005,IN0020010115,6.71
July 2005,IN0020020122,6.84
July 2005,IN0020020122,6.81
July 2005,IN0020020049,6.87
July 2005,IN0020020064,6.56
July 2005,IN0020020122,6.86
July 2005,IN0020020064,6.55
July 2005,IN0020020049,6.90
July 2005,IN0020020023,6.71
July 2005,IN0020020031,7.06
July 2005,IN0020010040,7.42
July 2005,IN0020010040,7.42
July 2005,IN0020020064,6.62
July 2005,IN0020010040,7.47
July 2005,IN0020010107,6.99
July 2005,IN0020010040,7.42
July 2005,IN0020020122,6.87
July 2005,IN0020010040,7.52
July 2005,IN0020020122,6.83
July 2005,IN0020020023,6.71
July 2005,IN0020010040,7.42
July 2005,IN0020020023,6.73
July 2005,IN0020020122,6.88
July 2005,IN0020020064,6.77
July 2005,IN0020020064,6.77
July 2005,IN002005Z015,5.82
July 2005,IN0020010040,7.71
July 2005,IN0020020064,6.77
July 2005,IN0020010107,7.21
July 2005,IN0020020064,6.76
July 2005,IN0020020064,6.76
July 2005,IN0020010040,7.72
July 2005,IN0020020064,6.76
July 2005,IN0020010040,7.72
July 2005,IN0020020122,7.08
July 2005,IN0020020049,7.14
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.08
July 2005,IN0020020122,7.08
July 2005,IN0020020122,7.08
July 2005,IN0020020064,6.77
July 2005,IN0020020122,7.08
July 2005,IN0020020064,6.77
July 2005,IN0020010040,7.73
July 2005,IN0020020023,6.87
July 2005,IN0020020023,6.87
July 2005,IN0020020049,7.14
July 2005,IN0020020049,7.14
July 2005,IN0020010040,7.70
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.72
July 2005,IN0020020064,6.77
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.73
July 2005,IN3320050013,7.48
July 2005,IN0020010040,7.72
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020049,7.14
July 2005,IN0020010040,7.72
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN002005Z015,5.80
July 2005,IN0020010040,7.71
July 2005,IN0020020122,7.08
July 2005,IN0020020064,6.76
July 2005,IN0020010040,7.71
July 2005,IN0020020049,7.14
July 2005,IN0020020049,7.14
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.08
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020049,7.14
July 2005,IN0020010040,7.73
July 2005,IN0020020049,7.14
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010115,6.78
July 2005,IN0020040039,7.56
July 2005,IN0020010115,6.78
July 2005,IN0020010040,7.73
July 2005,IN1020050010,7.45
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020023,6.87
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.07
July 2005,IN0020020023,6.86
July 2005,IN0020010107,7.21
July 2005,IN0020020064,6.77
July 2005,IN0020020064,6.77
July 2005,IN0020020064,6.77
July 2005,IN0020020064,6.77
July 2005,IN0020020064,6.74
July 2005,IN0020020023,6.86
July 2005,IN0020020064,6.74
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.72
July 2005,IN0020020122,7.08
July 2005,IN0020020049,7.14
July 2005,IN0020040039,7.56
July 2005,IN0020020049,7.14
July 2005,IN0020020122,7.07
July 2005,IN0020020122,7.07
July 2005,IN0020010040,7.71
July 2005,IN0020020049,7.13
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.07
July 2005,IN0020020064,6.74
July 2005,IN0020020122,7.06
July 2005,IN0020020122,7.07
July 2005,IN0020020049,7.12
July 2005,IN0020020122,7.06
July 2005,IN0020020122,7.06
July 2005,IN0020020049,7.13
July 2005,IN0020020049,7.13
July 2005,IN0020020023,6.86
July 2005,IN0020020122,7.06
July 2005,IN0020020023,6.86
July 2005,IN0020020023,6.87
July 2005,IN0020010040,7.73
July 2005,IN0020010040,7.73
July 2005,IN0020020122,7.06
July 2005,IN0020010040,7.70
July 2005,IN0020010040,7.69
July 2005,IN0020020122,7.08
July 2005,IN0020020023,6.87
July 2005,IN0020020122,7.01
July 2005,IN0020020023,6.86
July 2005,IN0020020122,7.02
July 2005,IN0020010040,7.65
July 2005,IN0020020064,6.74
July 2005,IN0020020122,7.06
July 2005,IN0020020122,7.06
July 2005,IN0020020064,6.76
July 2005,IN0020020064,6.77
July 2005,IN0020020122,7.05
July 2005,IN0020010040,7.64
July 2005,IN0020010040,7.57
July 2005,IN0020010040,7.52
July 2005,IN0020020122,7.06
July 2005,IN0020010040,7.65
July 2005,IN0020010040,7.71
July 2005,IN0020020122,7.06
July 2005,IN002005Z015,5.75
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.73
July 2005,IN0020020049,7.00
July 2005,IN0020020064,6.68
July 2005,IN0020020122,6.93
July 2005,IN0020020122,7.01
July 2005,IN0020010107,7.23
July 2005,IN0020010040,7.52
July 2005,IN0020020122,7.06
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.51
July 2005,IN0020020122,7.02
July 2005,IN0020020049,7.00
July 2005,IN0020020049,7.02
July 2005,IN0020010040,7.66
July 2005,IN0020020049,7.06
July 2005,IN0020010040,7.70
July 2005,IN0020020049,7.12
July 2005,IN0020020122,6.93
July 2005,IN0020010040,7.68
July 2005,IN0020020122,7.02
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.66
July 2005,IN0020010040,7.66
July 2005,IN0020020122,6.93
July 2005,IN0020010040,7.52
July 2005,IN0020020122,6.92
July 2005,IN0020010040,7.57
July 2005,IN0020010040,7.70
July 2005,IN0020020122,6.93
July 2005,IN0020020122,7.02
July 2005,IN0020010040,7.63
July 2005,IN0020020122,7.01
July 2005,IN0020020122,7.06
July 2005,IN0020010040,7.61
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.51
July 2005,IN0020020122,6.94
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.64
July 2005,IN0020020122,7.01
July 2005,IN0020020122,6.92
July 2005,IN002005X010,5.16
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.57
July 2005,IN0020020122,7.06
July 2005,IN0020010040,7.51
July 2005,IN0020010115,6.78
July 2005,IN0020010040,7.71
July 2005,IN0020020064,6.76
July 2005,IN0020010040,7.71
July 2005,IN0020020064,6.75
July 2005,IN0020010040,7.70
July 2005,IN0020020064,6.75
July 2005,IN0020010040,7.71
July 2005,IN0020020122,6.94
July 2005,IN0020020122,6.92
July 2005,IN0020010040,7.65
July 2005,IN0020020122,6.93
July 2005,IN0020020122,7.06
July 2005,IN0020020064,6.62
July 2005,IN0020010040,7.69
July 2005,IN0020020049,6.99
July 2005,IN0020020023,6.80
July 2005,IN0020020122,7.02
July 2005,IN0020020049,7.01
July 2005,IN0020020122,7.06
July 2005,IN0020020122,6.93
July 2005,IN0020010040,7.69
July 2005,IN0020020049,7.00
July 2005,IN0020020064,6.61
July 2005,IN0020020064,6.74
July 2005,IN0020020122,6.93
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.71
July 2005,IN0020010040,7.52
July 2005,IN0020020122,7.04
July 2005,IN0020010040,7.69
July 2005,IN0020020122,7.01
July 2005,IN0020020064,6.61
July 2005,IN0020020064,6.71
July 2005,IN0020010040,7.67
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.70
July 2005,IN0020020122,7.02
July 2005,IN0020010040,7.57
July 2005,IN0020020049,6.99
July 2005,IN0020010040,7.52
July 2005,IN0020020122,6.94
July 2005,IN0020020049,6.98
July 2005,IN0020020122,6.92
July 2005,IN0020010040,7.64
July 2005,IN0020020122,7.01
July 2005,IN0020020049,6.98
July 2005,IN0020010040,7.51
July 2005,IN0020010040,7.52
July 2005,IN0020020122,7.01
July 2005,IN0020020122,7.06
July 2005,IN0020020122,7.01
July 2005,IN0020020023,6.78
July 2005,IN0020020122,6.92
July 2005,IN0020020122,7.01
July 2005,IN0020010040,7.72
July 2005,IN0020020064,6.61
July 2005,IN0020020049,7.09
July 2005,IN0020020064,6.63
July 2005,IN0020010040,7.53
July 2005,IN0020020049,7.07
July 2005,IN0020020064,6.62
July 2005,IN0020010040,7.57
July 2005,IN0020020049,7.04
July 2005,IN0020020122,7.06
July 2005,IN0020020049,7.02
July 2005,IN0020020049,6.98
July 2005,IN0020020049,7.00
July 2005,IN0020010040,7.54
July 2005,IN0020020023,6.77
July 2005,IN0020020049,6.99
July 2005,IN0020020122,7.03
July 2005,IN0020020049,7.10
July 2005,IN0020020023,6.78
July 2005,IN0020010040,7.52
July 2005,IN0020020122,7.01
July 2005,IN0020020023,6.79
July 2005,IN0020010040,7.51
July 2005,IN0020020122,6.94
July 2005,IN0020020023,6.79
July 2005,IN0020020122,6.93
July 2005,IN0020020122,6.92
July 2005,IN0020020023,6.78
July 2005,IN0019980047,6.40
July 2005,IN0020020122,7.01
July 2005,IN0020020122,6.92
July 2005,IN0020020023,6.77
July 2005,IN0020030022,7.13
July 2005,IN0020010040,7.53
July 2005,IN0020020049,6.99
July 2005,IN0020020049,6.99
July 2005,IN0020010040,7.57
July 2005,IN0020010040,7.51
July 2005,IN0020010107,7.04
July 2005,IN0020020049,6.99
July 2005,IN0020010040,7.52
July 2005,IN0020020122,6.94
July 2005,IN0020020122,6.94
July 2005,IN0020010040,7.63
July 2005,IN0020020122,7.04
July 2005,IN0020010040,7.53
July 2005,IN0020020049,7.07
July 2005,IN0020020064,6.63
July 2005,IN0020020122,7.02
July 2005,IN0020010040,7.63
July 2005,IN0020010040,7.53
July 2005,IN0020010107,7.04
July 2005,IN0020020049,6.98
July 2005,IN0020020049,6.97
July 2005,IN0020020049,6.97
July 2005,IN0020010040,7.53
July 2005,IN0020020049,6.99
July 2005,IN0020020064,6.61
July 2005,IN0020010040,7.59
July 2005,IN0020010040,7.51
July 2005,IN0020010040,7.52
July 2005,IN0020010040,7.52
July 2005,IN0020020049,6.98
July 2005,IN0020020122,6.93
July 2005,IN0020020023,6.77
July 2005,IN0020020049,6.98
July 2005,IN0020020049,6.98
July 2005,IN0020020122,7.02
July 2005,IN0020020122,7.02
July 2005,IN0020020122,6.93
July 2005,IN0020020064,6.62
July 2005,IN0020020122,6.92
July 2005,IN0020020064,6.55
July 2005,IN0020010115,6.66
July 2005,IN0020010115,6.67
July 2005,IN0020010115,6.67
July 2005,IN0020020122,6.79
July 2005,IN0020010115,6.68
July 2005,IN0020020064,6.56
July 2005,IN0020010115,6.68
July 2005,IN0020020122,6.79
July 2005,IN0020020122,6.81
July 2005,IN0020020049,6.90
July 2005,IN0020010040,7.44
July 2005,IN0020010115,6.67
July 2005,IN0020010040,7.43
July 2005,IN0020020049,6.88
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.42
July 2005,IN0020020023,6.75
July 2005,IN0020020049,6.85
July 2005,IN0020020023,6.70
July 2005,IN0020020122,6.91
July 2005,IN0020020064,6.57
July 2005,IN0020010040,7.46
July 2005,IN0020020122,6.81
July 2005,IN0020020122,6.80
July 2005,IN0020020064,6.57
July 2005,IN0020020130,7.01
July 2005,IN0020010040,7.48
July 2005,IN0020020122,6.82
July 2005,IN0020020049,6.91
July 2005,IN0020020122,6.84
July 2005,IN0020020122,6.84
July 2005,IN0020020080,6.49
July 2005,IN0020020064,6.55
July 2005,IN0020020080,6.49
July 2005,IN0020020064,6.58
July 2005,IN0020020122,6.82
July 2005,IN0020020049,6.87
July 2005,IN0020020064,6.57
July 2005,IN0020020122,6.83
July 2005,IN0020010040,7.41
July 2005,IN0020020064,6.57
July 2005,IN0020020122,6.80
July 2005,IN0020020023,6.73
July 2005,IN0020020122,6.79
July 2005,IN0020010040,7.46
July 2005,IN0020020122,6.80
July 2005,IN0020020064,6.54
July 2005,IN0020020122,6.84
July 2005,IN0020020023,6.73
July 2005,IN0020020122,6.84
July 2005,IN0020020031,7.08
July 2005,IN0020020064,6.57
July 2005,IN0020020049,6.85
July 2005,IN0020020122,6.79
July 2005,IN0020020122,6.82
July 2005,IN0020020122,6.84
July 2005,IN0020020122,6.84
July 2005,IN0020020049,6.91
July 2005,IN0020020023,6.70
July 2005,IN0020020122,6.81
July 2005,IN0020020064,6.57
July 2005,IN0020020049,6.85
July 2005,IN0020010040,7.52
July 2005,IN0020020064,6.56
July 2005,IN0020010115,6.67
July 2005,IN0020010107,7.00
July 2005,IN0020010040,7.44
July 2005,IN0020010040,7.46
July 2005,IN0020020049,6.91
July 2005,IN0020010040,7.45
July 2005,IN0020020049,6.91
July 2005,IN0020010115,6.69
July 2005,IN0020020023,6.73
July 2005,IN0020010040,7.40
July 2005,IN0020020049,6.85
July 2005,IN0020020049,6.86
July 2005,IN0020010057,6.73
July 2005,IN0020010057,6.73
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.84
July 2005,IN0020010040,7.45
July 2005,IN002005Z015,5.64
July 2005,IN0020020049,6.91
July 2005,IN0020010040,7.45
July 2005,IN0020010040,7.44
July 2005,IN0020010040,7.45
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.46
July 2005,IN3120010050,7.19
July 2005,IN0020010040,7.44
July 2005,IN0020010040,7.43
July 2005,IN0020020122,6.84
July 2005,IN0020010040,7.43
July 2005,IN0020020049,6.90
July 2005,IN0020020049,6.91
July 2005,IN0020020130,6.93
July 2005,IN0020010040,7.46
July 2005,IN0020010040,7.46
July 2005,IN0020010040,7.41
July 2005,IN0020020049,6.92
July 2005,IN0020020049,6.92
July 2005,IN0020020049,6.91
July 2005,IN0020020049,6.92
July 2005,IN0020020049,6.92
July 2005,IN0020020023,6.73
July 2005,IN0020020122,6.84
July 2005,IN0020020049,6.85
July 2005,IN0020010107,7.04
July 2005,IN0020020122,6.80
July 2005,IN0020030055,7.17
July 2005,IN0020010107,7.04
July 2005,IN0020020023,6.72
July 2005,IN0020020049,6.96
July 2005,IN0020020023,6.73
July 2005,IN0020010040,7.43
July 2005,IN0020020049,6.89
July 2005,IN0020020023,6.69
July 2005,IN0020020122,6.83
July 2005,IN0020020049,6.91
July 2005,IN0020020049,6.92
July 2005,IN0020020049,6.91
July 2005,IN0020010040,7.43
July 2005,IN0020010040,7.43
July 2005,IN0020020049,6.90
July 2005,IN0020010040,7.41
July 2005,IN0020020049,6.89
July 2005,IN0020020130,6.93
July 2005,IN3320050013,7.45
July 2005,IN0020010040,7.40
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.81
July 2005,IN0020020122,6.83
July 2005,IN0020020049,6.91
July 2005,IN0020020049,6.92
July 2005,IN0020020064,6.56
July 2005,IN0020020064,6.56
July 2005,IN0020020049,6.85
July 2005,IN0020020049,6.91
July 2005,IN0020020064,6.56
July 2005,IN0020010115,6.69
July 2005,IN0020020049,6.87
July 2005,IN0020020049,6.92
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.84
July 2005,IN0020020049,7.06
July 2005,IN0020010107,6.99
July 2005,IN0020010040,7.45
July 2005,IN0020020163,7.25
July 2005,IN0020010040,7.45
July 2005,IN0020040039,7.46
July 2005,IN0020020122,6.81
July 2005,IN002005Z015,5.60
July 2005,IN0020020130,6.99
July 2005,IN0020020049,6.85
July 2005,IN0020010115,6.69
July 2005,IN0020020064,6.54
July 2005,IN0020020031,7.09
July 2005,IN0020010040,7.44
July 2005,IN0020020122,6.84
July 2005,IN0020020064,6.57
July 2005,IN0020010040,7.43
July 2005,IN0020010040,7.42
July 2005,IN0020040039,7.46
July 2005,IN0020020122,6.80
July 2005,IN0020010040,7.44
July 2005,IN0020020122,6.83
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.78
July 2005,IN0019990012,6.55
July 2005,IN0020040039,7.46
July 2005,IN0019990012,6.55
July 2005,IN0019990038,5.69
July 2005,IN0020010115,6.66
July 2005,IN0020020064,6.58
July 2005,IN0020040039,7.46
July 2005,IN0020020064,6.58
July 2005,IN0020010040,7.40
July 2005,IN0020040039,7.47
July 2005,IN0020040039,7.45
July 2005,IN0020020122,6.83
July 2005,IN0020020064,6.58
July 2005,IN0020040039,7.44
July 2005,IN0020020163,7.25
July 2005,IN0020010040,7.40
July 2005,IN0020020064,6.53
July 2005,IN0020010107,7.04
July 2005,IN0020010107,7.05
July 2005,IN0020020049,6.92
July 2005,IN1920050011,7.35
July 2005,IN0020040039,7.46
July 2005,IN0020010040,7.46
July 2005,IN0020020031,7.09
July 2005,IN0020010040,7.45
July 2005,IN0020040039,7.45
July 2005,IN0020040039,7.47
July 2005,IN0020000090,7.05
July 2005,IN002005X010,5.30
July 2005,IN0020040039,7.49
July 2005,IN0020020023,6.70
July 2005,IN0020040039,7.46
July 2005,IN0020020049,6.85
July 2005,IN0020020122,6.85
July 2005,IN0020020122,6.85
July 2005,IN0020010040,7.46
July 2005,IN0020020122,6.79
July 2005,IN0020040013,7.07
July 2005,IN0020010040,7.41
July 2005,IN0020020064,6.58
July 2005,IN0020020049,6.91
July 2005,IN0020020031,7.21
July 2005,IN0020020130,6.96
July 2005,IN0020020049,6.88
July 2005,IN0020020064,6.56
July 2005,IN0020020122,6.84
July 2005,IN0020020072,7.41
July 2005,IN0020020064,6.55
July 2005,IN0020020049,6.86
July 2005,IN0020020163,6.98
July 2005,IN0020040039,7.53
July 2005,IN0020030055,7.24
July 2005,IN0020030055,7.24
July 2005,IN0020030055,7.24
July 2005,IN0020010107,7.06
July 2005,IN3620050010,7.44
July 2005,IN0020020023,6.69
July 2005,IN0020010040,7.41
July 2005,IN0020000090,7.12
July 2005,IN0020040039,7.45
July 2005,IN0020020122,6.86
July 2005,IN0020020049,6.93
July 2005,IN0020020049,6.93
July 2005,IN0020020049,6.85
July 2005,IN0020010040,7.46
July 2005,IN0020020049,6.93
July 2005,IN0020020023,6.70
July 2005,IN0020010040,7.46
July 2005,IN0020040039,7.46
July 2005,IN0020020122,6.79
July 2005,IN0020010040,7.46
July 2005,IN0019980062,5.95
July 2005,IN0020020064,6.54
July 2005,IN0020020049,6.85
July 2005,IN002004Z018,5.58
July 2005,IN0020020122,6.81
July 2005,IN0020020049,6.89
July 2005,IN0020020023,6.69
July 2005,IN0020020122,6.83
July 2005,IN0020010040,7.41
July 2005,IN0019990038,5.69
July 2005,IN002004Z018,5.31
July 2005,IN0019990038,5.69
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.84
July 2005,IN002004Z018,5.31
July 2005,IN0020010040,7.46
July 2005,IN0020010040,7.46
July 2005,IN0019800021,6.77
July 2005,IN0020010040,7.46
July 2005,IN0020020023,6.70
July 2005,IN0020020049,6.92
July 2005,IN0020020122,6.85
July 2005,IN0020020130,6.98
July 2005,IN0020020023,6.70
July 2005,IN0020040039,7.47
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.41
July 2005,IN0020020031,7.07
July 2005,IN0020010057,6.71
July 2005,IN0020040039,7.46
July 2005,IN0020000082,6.72
July 2005,IN002005X010,5.33
July 2005,IN0020020023,6.69
July 2005,IN0020020130,6.96
July 2005,IN0020010040,7.41
July 2005,IN0020020130,6.97
July 2005,IN0020020023,6.70
July 2005,IN0020020130,6.97
July 2005,IN0020040039,7.51
July 2005,IN0020010107,6.98
July 2005,IN0020020122,6.82
July 2005,IN0020020064,6.58
July 2005,IN0020020023,6.69
July 2005,IN0020020023,6.72
July 2005,IN0020040039,7.45
July 2005,IN0020010040,7.45
July 2005,IN0020020049,6.86
July 2005,IN3419880015,6.14
July 2005,IN0020010040,7.46
July 2005,IN0020010040,7.41
July 2005,IN0020020122,6.82
July 2005,IN0020010107,6.98
July 2005,IN0020010040,7.67
July 2005,IN0020020122,6.83
July 2005,IN0020010040,7.46
July 2005,IN0020010040,7.45
July 2005,IN0020020049,6.92
July 2005,IN0020020122,6.82
July 2005,IN0020020122,6.85
July 2005,IN0020020031,7.21
July 2005,IN0020020122,6.84
July 2005,IN0020020031,7.05
July 2005,IN2020050026,7.43
July 2005,IN0020010040,7.46
July 2005,IN0020040039,7.45
July 2005,IN1519980024,7.18
July 2005,IN0020040039,7.47
July 2005,IN0020010040,7.46
July 2005,IN0020040039,7.45
July 2005,IN0020010040,7.46
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.44
July 2005,IN0020020049,6.85
July 2005,IN0020010040,7.46
July 2005,IN3419980021,6.60
July 2005,IN0020020049,6.91
July 2005,IN0020010040,7.44
July 2005,IN2020050026,7.40
July 2005,IN0020040039,7.46
July 2005,IN0020010040,7.45
July 2005,IN0020010040,7.41
July 2005,IN0020040039,7.47
July 2005,IN0020020049,6.90
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.84
July 2005,IN0020010040,7.44
July 2005,IN0020010040,7.41
July 2005,IN0020010040,7.46
July 2005,IN0020040039,7.46
July 2005,IN0020010040,7.47
July 2005,IN0020020122,6.84
July 2005,IN0020010040,7.44
July 2005,IN0020020049,6.90
July 2005,IN0020020122,6.83
July 2005,IN0020010040,7.44
July 2005,IN0020010040,7.46
July 2005,IN0020020049,6.90
July 2005,IN0020010040,7.45
July 2005,IN0020020049,6.90
July 2005,IN0020020049,6.90
July 2005,IN0020020122,6.83
July 2005,IN0020020049,6.90
July 2005,IN0020010040,7.45
July 2005,IN0020020122,6.83
July 2005,IN0020020064,6.57
July 2005,IN2920050019,7.45
July 2005,IN002004Z018,5.57
July 2005,IN0020020064,6.57
July 2005,IN0020010040,7.46
July 2005,IN0020020023,6.69
July 2005,IN0020020122,6.82
July 2005,IN0020020049,6.86
July 2005,IN0020010040,7.39
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.41
July 2005,IN0020010040,7.39
July 2005,IN0020010040,7.40
July 2005,IN0020020023,6.71
July 2005,IN0020010040,7.40
July 2005,IN0020020023,6.69
July 2005,IN0020020049,6.86
July 2005,IN0020020064,6.52
July 2005,IN0020020122,6.81
July 2005,IN0020020122,6.80
July 2005,IN0020010107,6.97
July 2005,IN0020020064,6.56
July 2005,IN0020020122,6.82
July 2005,IN0020020122,6.80
July 2005,IN0020010040,7.40
July 2005,IN0020020049,6.85
July 2005,IN0020010040,7.41
July 2005,IN0020020122,6.81
July 2005,IN0020010040,7.42
July 2005,IN0020020122,6.80
July 2005,IN0020010040,7.41
July 2005,IN0020010040,7.40
July 2005,IN0020010040,7.41
July 2005,IN0020020049,6.85
July 2005,IN0020020122,6.78
July 2005,IN0020010040,7.43
July 2005,IN0020020122,6.81
July 2005,IN0020010040,7.39
July 2005,IN0020010040,7.39
July 2005,IN0020020122,6.78
July 2005,IN0020020122,6.80
July 2005,IN0020010040,7.41
July 2005,IN0020020122,6.78
July 2005,IN0020020064,6.53
July 2005,IN0020020064,6.54
July 2005,IN0020010040,7.40
July 2005,IN0020020064,6.52
July 2005,IN0020020049,6.86
July 2005,IN0020020122,6.78
July 2005,IN0020020064,6.58
July 2005,IN0020010040,7.47
July 2005,IN0020010040,7.46
July 2005,IN0020020064,6.57
July 2005,IN0020020049,6.85
July 2005,IN0020020122,6.81
July 2005,IN0020020122,6.78
July 2005,IN0020010040,7.40
July 2005,IN0020020023,6.69
July 2005,IN0020020023,6.70
July 2005,IN0020020049,6.85
July 2005,IN0020020064,6.54
July 2005,IN0020020122,6.82
July 2005,IN0020020049,6.84
July 2005,IN0020020122,6.81
July 2005,IN0020020122,6.78
July 2005,IN0020010040,7.40
July 2005,IN0020020023,6.69
July 2005,IN0020010040,7.39
July 2005,IN0020020049,6.85
