Trade Date,ISIN,YTM / Yield
January 2006,IN0020010107,7.37
January 2006,IN002005Y018,6.50
January 2006,IN0020010107,7.37
January 2006,IN002005X010,5.50
January 2006,IN0020010040,7.46
January 2006,IN0020050012,7.52
January 2006,IN0020050012,7.52
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0019800021,6.73
January 2006,IN0020010065,7.42
January 2006,IN0020020163,7.40
January 2006,IN0020020163,7.40
January 2006,IN0020010107,7.40
January 2006,IN002005X010,6.50
January 2006,IN0020010107,7.37
January 2006,IN0020020163,7.53
January 2006,IN0020010057,6.93
January 2006,IN0020020031,7.35
January 2006,IN0020010107,7.37
January 2006,IN0019850034,7.24
January 2006,IN0020020031,7.35
January 2006,IN0020030055,7.35
January 2006,IN0020020031,7.35
January 2006,IN0020020031,7.36
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.94
January 2006,IN0020010057,6.94
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN2020050059,7.47
January 2006,IN2020050059,7.47
January 2006,IN0020010024,7.39
January 2006,IN0020020122,7.11
January 2006,IN0020010040,7.47
January 2006,IN1520050023,7.49
January 2006,IN0020010040,7.46
January 2006,IN0019830010,7.16
January 2006,IN0020010081,7.43
January 2006,IN0020020072,7.49
January 2006,IN0020010115,7.20
January 2006,IN1520050023,7.48
January 2006,IN0020010107,7.37
January 2006,IN0020010040,7.46
January 2006,IN1520050023,7.48
January 2006,IN0020020072,7.49
January 2006,IN0020010040,7.53
January 2006,IN0020010057,6.93
January 2006,IN1520050023,7.48
January 2006,IN0020020049,7.17
January 2006,IN0020010040,7.48
January 2006,IN1520050023,7.48
January 2006,IN1520050023,7.48
January 2006,IN0020020072,7.49
January 2006,IN0020010107,7.35
January 2006,IN0020010040,7.50
January 2006,IN0020030063,7.35
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020020049,7.17
January 2006,IN0020020072,7.49
January 2006,IN0020020072,7.49
January 2006,IN002005Y018,6.68
January 2006,IN0020010040,7.46
January 2006,IN0020010107,7.37
January 2006,IN002005Y018,6.68
January 2006,IN0020010107,7.41
January 2006,IN0020010107,7.47
January 2006,IN1520050023,7.48
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020050012,7.50
January 2006,IN0020010107,7.35
January 2006,IN0020020072,7.49
January 2006,IN0020010107,7.37
January 2006,IN0020010065,7.41
January 2006,IN0020020072,7.49
January 2006,IN0020010040,7.47
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020020072,7.49
January 2006,IN0020010107,7.37
January 2006,IN002005X010,6.40
January 2006,IN0020020072,7.49
January 2006,IN0020020072,7.49
January 2006,IN0020020072,7.49
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020050012,7.49
January 2006,IN0020020049,7.18
January 2006,IN0020020049,7.18
January 2006,IN0020020049,7.18
January 2006,IN0020020049,7.18
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.36
January 2006,IN0020020072,7.48
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.36
January 2006,IN0020050012,7.48
January 2006,IN0020010107,7.36
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020020163,7.35
January 2006,IN0020020072,7.49
January 2006,IN0020020163,7.34
January 2006,IN002004Z018,6.52
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.95
January 2006,IN0020010057,6.95
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.39
January 2006,IN0020020122,7.13
January 2006,IN0020010057,6.95
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.39
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020020122,7.11
January 2006,IN0020010107,7.38
January 2006,IN0020010040,7.51
January 2006,IN0020010040,7.50
January 2006,IN0020010107,7.40
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020020122,7.12
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.92
January 2006,IN0020010040,7.49
January 2006,IN0020020072,7.51
January 2006,IN0020020049,7.18
January 2006,IN0020020122,7.10
January 2006,IN0020010057,6.91
January 2006,IN0020010057,6.91
January 2006,IN0020010057,6.91
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.37
January 2006,IN0020020064,6.86
January 2006,IN0020020064,6.86
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.90
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.91
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.94
January 2006,IN0020010107,7.42
January 2006,IN0020010115,7.31
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.94
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.39
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.39
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.41
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.41
January 2006,IN0020010057,6.93
January 2006,IN0020020049,7.20
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.94
January 2006,IN0020010107,7.40
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN002005Y018,6.60
January 2006,IN0020010107,7.37
January 2006,IN0020020072,7.50
January 2006,IN0020010057,6.93
January 2006,IN0020020049,7.20
January 2006,IN002005Y018,6.60
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.40
January 2006,IN002005X010,6.66
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.41
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.38
January 2006,IN0020020015,6.86
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.38
January 2006,IN002005Z015,6.67
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN002005Y018,6.60
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010057,6.92
January 2006,IN0020010107,7.38
January 2006,IN0020010115,7.21
January 2006,IN0020010107,7.37
January 2006,IN0020020072,7.51
January 2006,IN002005Y018,6.55
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.37
January 2006,IN0020020049,7.20
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020020031,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020020031,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.37
January 2006,IN0020020072,7.51
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.38
January 2006,IN0020010040,7.50
January 2006,IN0020010107,7.37
January 2006,IN0020010107,7.39
January 2006,IN0020010107,7.37
January 2006,IN0020010057,6.93
January 2006,IN1520050023,7.47
January 2006,IN0020020072,7.50
January 2006,IN1520050023,7.46
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN1520050023,7.36
January 2006,IN002004Z018,6.52
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.91
January 2006,IN0020010107,7.40
January 2006,IN0020020072,7.50
January 2006,IN002005Y018,6.60
January 2006,IN0020010040,7.49
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020050012,7.48
January 2006,IN0020010107,7.38
January 2006,IN0020050012,7.42
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010107,7.38
January 2006,IN0020010057,6.93
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020020031,7.36
January 2006,IN0020010107,7.37
January 2006,IN0020020031,7.37
January 2006,IN0020020031,7.36
January 2006,IN0020010107,7.38
January 2006,IN0020020072,7.50
January 2006,IN0020010107,7.38
January 2006,IN002005X010,6.50
January 2006,IN0020010057,6.93
January 2006,IN0020010107,7.37
January 2006,IN0020020072,7.54
January 2006,IN0020010107,7.38
February 2006,IN0020010107,7.33
February 2006,IN0020020072,7.43
February 2006,IN0020010057,6.93
February 2006,IN0020010107,7.35
February 2006,IN0020020163,7.39
February 2006,IN0020010115,7.17
February 2006,IN0020010107,7.32
February 2006,IN0020010107,7.32
February 2006,IN1520050023,7.44
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.42
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.32
February 2006,IN0020050012,7.46
February 2006,IN002005X010,6.56
February 2006,IN1520050023,7.48
February 2006,IN002005Y018,6.56
February 2006,IN0020010107,7.34
February 2006,IN0020030063,7.31
February 2006,IN0020010107,7.32
February 2006,IN0019830010,7.17
February 2006,IN0020020171,7.48
February 2006,IN0020030014,7.33
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.44
February 2006,IN0020010115,7.20
February 2006,IN0020010107,7.35
February 2006,IN1020050028,7.31
February 2006,IN0020010057,6.94
February 2006,IN0020020072,7.46
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.45
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020020049,7.20
February 2006,IN0020020049,7.20
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0019830010,7.14
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN2020050059,7.42
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.91
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.37
February 2006,IN0020010040,7.45
February 2006,IN0020020072,7.47
February 2006,IN0020020064,6.88
February 2006,IN0020010115,7.17
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.97
February 2006,IN0020010057,6.94
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.37
February 2006,IN0020010040,7.43
February 2006,IN0020010107,7.34
February 2006,IN0020020072,7.48
February 2006,IN0020010107,7.36
February 2006,IN0020030048,7.36
February 2006,IN0020010107,7.36
February 2006,IN2020050059,7.46
February 2006,IN0020010107,7.33
February 2006,IN1520050023,7.50
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.33
February 2006,IN0020020031,7.19
February 2006,IN0020010107,7.36
February 2006,IN1920050011,7.24
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.35
February 2006,IN0020020072,7.46
February 2006,IN0020030063,7.33
February 2006,IN002005Y018,6.54
February 2006,IN1020050028,7.47
February 2006,IN0020010040,7.45
February 2006,IN0019990038,6.63
February 2006,IN0020010107,7.36
February 2006,IN0020020163,7.30
February 2006,IN0020030055,7.28
February 2006,IN0020020072,7.47
February 2006,IN0020030063,7.31
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.33
February 2006,IN1520050023,7.47
February 2006,IN0020010107,7.36
February 2006,IN0020020072,7.48
February 2006,IN0019850034,7.24
February 2006,IN1020050028,7.29
February 2006,IN0020010107,7.36
February 2006,IN3119970025,6.83
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.31
February 2006,IN002005Z015,6.63
February 2006,IN0020020072,7.44
February 2006,IN2020050059,7.45
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.35
February 2006,IN0020020031,7.29
February 2006,IN2120050041,7.47
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN2320050049,7.47
February 2006,IN3220050030,7.47
February 2006,IN1520050023,7.47
February 2006,IN2620050038,7.47
February 2006,IN0020020106,7.42
February 2006,IN002005Z015,6.70
February 2006,IN0020010107,7.35
February 2006,IN0020040013,7.13
February 2006,IN0020010107,7.35
February 2006,IN0020050012,7.51
February 2006,IN3020050032,7.50
February 2006,IN2520050039,7.50
February 2006,IN0020010081,7.37
February 2006,IN0020050012,7.47
February 2006,IN2620050038,7.50
February 2006,IN0020050012,7.45
February 2006,IN0020010107,7.34
February 2006,IN2320050049,7.50
February 2006,IN2020050059,7.44
February 2006,IN1120050043,7.50
February 2006,IN2120050041,7.50
February 2006,IN0020010107,7.35
February 2006,IN0020030014,7.31
February 2006,IN0020050012,7.46
February 2006,IN0020010107,7.36
February 2006,IN002004Z018,6.45
February 2006,IN002004Z018,6.53
February 2006,IN0020040039,7.45
February 2006,IN0020020163,7.35
February 2006,IN0020010040,7.47
February 2006,IN0020010107,7.35
February 2006,IN0019850034,7.24
February 2006,IN0020020163,7.43
February 2006,IN0020010040,7.47
February 2006,IN0020010040,7.47
February 2006,IN002005Z015,6.60
February 2006,IN0020010040,7.47
February 2006,IN0019990038,6.61
February 2006,IN0020040039,7.45
February 2006,IN2220010010,7.34
February 2006,IN0020010107,7.35
February 2006,IN0019980047,6.75
February 2006,IN0020010107,7.35
February 2006,IN0020040039,7.45
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020050012,7.51
February 2006,IN0020010107,7.35
February 2006,IN0020050012,7.46
February 2006,IN0020010040,7.45
February 2006,IN0020042027,5.92
February 2006,IN0020050012,7.45
February 2006,IN3220050030,7.50
February 2006,IN002005X010,6.54
February 2006,IN0020040039,7.45
February 2006,IN002005Y018,6.54
February 2006,IN0020020031,7.34
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN1520050023,7.43
February 2006,IN0019980047,6.74
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN002005Z015,6.72
February 2006,IN002005Z015,6.72
February 2006,IN002005Y018,6.65
February 2006,IN002005Y018,6.65
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.37
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.36
February 2006,IN0020020072,7.48
February 2006,IN0020010107,7.36
February 2006,IN0020020072,7.48
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.92
February 2006,IN0020010040,7.46
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.35
February 2006,IN0020010040,7.45
February 2006,IN0020010040,7.45
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.35
February 2006,IN0020020049,7.18
February 2006,IN0020020072,7.47
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.93
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.92
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020020064,6.85
February 2006,IN0020020064,6.85
February 2006,IN0020020064,6.85
February 2006,IN0020010040,7.45
February 2006,IN0020010040,7.45
February 2006,IN0020020072,7.47
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010057,6.92
February 2006,IN0020010040,7.44
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.91
February 2006,IN0020010057,6.91
February 2006,IN0020010057,6.91
February 2006,IN0020010057,6.91
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010057,6.91
February 2006,IN0020010107,7.34
February 2006,IN0020020072,7.46
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.44
February 2006,IN0020010107,7.33
February 2006,IN0020020049,7.16
February 2006,IN0020020049,7.16
February 2006,IN0020010057,6.91
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.36
February 2006,IN0020020049,7.17
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.35
February 2006,IN0020010107,7.35
February 2006,IN0020010057,6.92
February 2006,IN0020010115,7.16
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.44
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.45
February 2006,IN0020010040,7.45
February 2006,IN0020010107,7.34
February 2006,IN0020010057,6.93
February 2006,IN0020010057,6.93
February 2006,IN0020010057,6.92
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.45
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.44
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010040,7.44
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010057,6.92
February 2006,IN0020010107,7.33
February 2006,IN0020010040,7.44
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010040,7.43
February 2006,IN0020010107,7.33
February 2006,IN0020020072,7.48
February 2006,IN0020020072,7.46
February 2006,IN0020020072,7.46
February 2006,IN0020020072,7.46
February 2006,IN0020010040,7.43
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010040,7.43
February 2006,IN0020010107,7.33
February 2006,IN0020010040,7.44
February 2006,IN0020010040,7.43
February 2006,IN0020010057,6.91
February 2006,IN0020010057,6.91
February 2006,IN0020010057,6.91
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.33
February 2006,IN0020010040,7.43
February 2006,IN0020010040,7.43
February 2006,IN0020010040,7.43
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.36
February 2006,IN0020010057,6.92
February 2006,IN0020010107,7.33
February 2006,IN0020010107,7.34
February 2006,IN0020010107,7.34
February 2006,IN0020010115,7.17
February 2006,IN0020010107,7.36
February 2006,IN0020010107,7.35
