Trade Date,ISIN,YTM / Yield
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0019980047,6.46
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.54
April 2006,IN0020020163,7.76
April 2006,IN0020010107,7.60
April 2006,IN0020010107,7.60
April 2006,IN002005Z015,5.50
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.14
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.14
April 2006,IN0020020163,7.75
April 2006,IN002005Z015,5.95
April 2006,IN0020010107,7.60
April 2006,IN0020010057,7.14
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020020049,7.40
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.60
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.59
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020020049,7.40
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.58
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.60
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.17
April 2006,IN0020010107,7.60
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020010107,7.60
April 2006,IN0020010107,7.60
April 2006,IN0020010040,7.67
April 2006,IN0020010057,7.17
April 2006,IN002005Z015,6.08
April 2006,IN002005Z015,6.08
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.56
April 2006,IN002005Z015,6.08
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.60
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.60
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.60
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.56
April 2006,IN0020020122,7.30
April 2006,IN0020020049,7.40
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.60
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.57
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020060219,7.57
April 2006,IN0020010107,7.63
April 2006,IN002005Z015,5.54
April 2006,IN002005Z015,5.54
April 2006,IN0020010107,7.63
April 2006,IN0020060219,7.57
April 2006,IN0020060219,7.57
April 2006,IN0020010107,7.63
April 2006,IN0020060219,7.57
April 2006,IN002005Z015,5.54
April 2006,IN002005Z015,5.54
April 2006,IN3320050070,7.75
April 2006,IN0020010107,7.63
April 2006,IN002005Z015,6.09
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.57
April 2006,IN0020060219,7.57
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.57
April 2006,IN002005Z015,6.11
April 2006,IN002005Z015,6.13
April 2006,IN0020020049,7.41
April 2006,IN0020020122,7.29
April 2006,IN0020060219,7.57
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN3320050070,7.74
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.56
April 2006,IN002005Z015,6.08
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.16
April 2006,IN1420010010,7.61
April 2006,IN0019980120,7.09
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.17
April 2006,IN0020020122,7.29
April 2006,IN0020020098,7.55
April 2006,IN0020020122,7.29
April 2006,IN002005Z015,5.52
April 2006,IN0019980047,6.45
April 2006,IN0019980047,6.45
April 2006,IN0019980047,6.45
April 2006,IN0019980062,6.30
April 2006,IN0020020064,7.05
April 2006,IN0020010057,7.19
April 2006,IN1420010010,7.57
April 2006,IN0020020064,7.05
April 2006,IN0020020064,7.05
April 2006,IN002005Z015,5.54
April 2006,IN0019980120,7.07
April 2006,IN0020000082,7.08
April 2006,IN002005Z015,5.54
April 2006,IN0020020064,7.05
April 2006,IN0020010057,7.20
April 2006,IN0020060219,7.56
April 2006,IN0019980062,6.42
April 2006,IN0020010057,7.20
April 2006,IN0020010057,7.20
April 2006,IN0020010107,7.62
April 2006,IN0020020098,7.54
April 2006,IN0019980062,6.35
April 2006,IN0020010057,7.20
April 2006,IN0020010057,7.18
April 2006,IN0020000082,7.09
April 2006,IN0020010040,7.71
April 2006,IN0019880031,6.48
April 2006,IN0019980047,6.46
April 2006,IN0019980047,6.46
April 2006,IN0019980062,6.33
April 2006,IN0019980062,6.33
April 2006,IN0019980062,6.33
April 2006,IN0019980062,6.33
April 2006,IN0020020247,8.06
April 2006,IN002006Y024,6.06
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020020247,8.30
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020030048,7.69
April 2006,IN0020010057,7.19
April 2006,IN3120050049,7.72
April 2006,IN0019980062,6.35
April 2006,IN0019980062,6.35
April 2006,IN2220000011,8.13
April 2006,IN002005Z015,5.53
April 2006,IN0020030048,7.69
April 2006,IN0020050041,7.40
April 2006,IN002005Y018,5.45
April 2006,IN0020050041,7.40
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0019880031,6.48
April 2006,IN0020040039,7.99
April 2006,IN002005Z015,5.70
April 2006,IN0019980047,6.49
April 2006,IN002005Z015,5.70
April 2006,IN0020050041,7.36
April 2006,IN0020010107,7.61
April 2006,IN0020050041,7.36
April 2006,IN0020040039,7.99
April 2006,IN0020050041,7.36
April 2006,IN0020050041,7.36
April 2006,IN0020010057,7.19
April 2006,IN002005Z015,5.70
April 2006,IN002005Y018,5.79
April 2006,IN0020050041,7.40
April 2006,IN0020010040,7.71
April 2006,IN0020050041,7.40
April 2006,IN002005Z015,5.45
April 2006,IN0020010057,7.19
April 2006,IN3120050049,7.72
April 2006,IN0020050041,7.40
April 2006,IN3120050049,7.72
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010040,7.71
April 2006,IN0020050041,7.40
April 2006,IN0019980062,6.33
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020050041,7.40
April 2006,IN0020050041,7.40
April 2006,IN0020010115,7.38
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN002005Z015,5.86
April 2006,IN0020010057,7.19
April 2006,IN0020050061,8.00
April 2006,IN0020050061,8.00
April 2006,IN0020050041,7.40
April 2006,IN0019980229,6.70
April 2006,IN0020050041,7.40
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020050041,7.40
April 2006,IN3120050049,7.72
April 2006,IN0020020098,7.55
April 2006,IN0020040039,7.99
April 2006,IN0019980047,6.49
April 2006,IN0020020098,7.56
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.63
April 2006,IN0020020049,7.42
April 2006,IN0020020049,7.42
April 2006,IN0020020049,7.42
April 2006,IN0020050041,7.40
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0019980047,6.49
April 2006,IN0020010040,7.68
April 2006,IN0020050041,7.40
April 2006,IN0020010040,7.68
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010107,7.63
April 2006,IN0020000082,7.11
April 2006,IN0020010057,7.19
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.63
April 2006,IN002005X010,5.60
April 2006,IN002005Z015,6.17
April 2006,IN002005X010,5.51
April 2006,IN0020010107,7.63
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.56
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.63
April 2006,IN0020010107,7.63
April 2006,IN0020020064,7.05
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.55
April 2006,IN0020010107,7.63
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010107,7.62
April 2006,IN002005Z015,6.17
April 2006,IN002005Z015,6.17
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN002005Z015,5.55
April 2006,IN002005Z015,5.55
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.16
April 2006,IN002005Z015,6.12
April 2006,IN002005Z015,6.16
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.55
April 2006,IN0020020098,7.56
April 2006,IN0020010107,7.63
April 2006,IN3120050049,7.71
April 2006,IN0020010107,7.62
April 2006,IN0020060219,7.55
April 2006,IN0020040039,7.99
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.17
April 2006,IN0020040039,7.99
April 2006,IN0020040039,7.99
April 2006,IN0020010107,7.62
April 2006,IN0020060219,7.55
April 2006,IN3120050049,7.69
April 2006,IN0020020049,7.42
April 2006,IN0020010057,7.17
April 2006,IN0020010107,7.63
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.18
April 2006,IN0020060219,7.56
April 2006,IN0020010057,7.18
April 2006,IN0020040039,7.99
April 2006,IN0020010057,7.18
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.19
April 2006,IN0020010057,7.18
April 2006,IN0019990137,7.38
April 2006,IN0020060219,7.56
April 2006,IN0020000132,7.40
April 2006,IN0020010107,7.54
April 2006,IN0020050012,8.06
April 2006,IN0020010107,7.52
April 2006,IN0020010107,7.54
April 2006,IN0020010107,7.52
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010057,7.08
April 2006,IN0020010107,7.52
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.07
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.44
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.04
April 2006,IN0020060219,7.52
April 2006,IN0020060219,7.45
April 2006,IN0020010107,7.54
April 2006,IN0020010057,7.08
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020020247,7.99
April 2006,IN0020060219,7.45
April 2006,IN0020010107,7.52
April 2006,IN0020060219,7.44
April 2006,IN0020010057,7.06
April 2006,IN0020060219,7.45
April 2006,IN002005Z015,5.96
April 2006,IN0020060219,7.46
April 2006,IN0020010057,7.08
April 2006,IN002005Z015,5.15
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0019980062,6.28
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.09
April 2006,IN0020010115,7.30
April 2006,IN0020010057,7.05
April 2006,IN0020010057,7.08
April 2006,IN0020010107,7.53
April 2006,IN0020010057,7.13
April 2006,IN0020010107,7.53
April 2006,IN002005Z015,6.00
April 2006,IN002005Z015,6.00
April 2006,IN0020010107,7.60
April 2006,IN002005Y018,5.65
April 2006,IN0020010107,7.52
April 2006,IN0020060219,7.46
April 2006,IN002005Z015,6.00
April 2006,IN0020010057,7.13
April 2006,IN002005Z015,6.00
April 2006,IN002005Z015,5.62
April 2006,IN0020010107,7.54
April 2006,IN002005Z015,5.63
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020010107,7.54
April 2006,IN0020010107,7.54
April 2006,IN0020060219,7.45
April 2006,IN0020050012,7.86
April 2006,IN0020050012,7.86
April 2006,IN0020010057,7.08
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0019980062,6.25
April 2006,IN0019980062,6.25
April 2006,IN0020010107,7.50
April 2006,IN0019980062,6.23
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.09
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.44
April 2006,IN0019980062,6.21
April 2006,IN0019980062,6.20
April 2006,IN0020010107,7.59
April 2006,IN0020010107,7.54
April 2006,IN0020050012,8.06
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.05
April 2006,IN0020010057,7.04
April 2006,IN0020010057,7.08
April 2006,IN0020020031,7.56
April 2006,IN0020010057,7.09
April 2006,IN0020020163,7.83
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.44
April 2006,IN0019980062,6.21
April 2006,IN0020060219,7.47
April 2006,IN0020060219,7.46
April 2006,IN0020060219,7.46
April 2006,IN0020010057,7.08
April 2006,IN0020060219,7.46
April 2006,IN002005Z015,5.98
April 2006,IN002005Z015,5.98
April 2006,IN0020060219,7.45
April 2006,IN002005Z015,5.44
April 2006,IN0020010057,7.08
April 2006,IN0020010115,7.32
April 2006,IN0020010115,7.30
April 2006,IN0020010115,7.30
April 2006,IN0020060219,7.46
April 2006,IN0020010057,7.08
April 2006,IN0019830010,7.50
April 2006,IN002005Z015,6.00
April 2006,IN0020010057,7.09
April 2006,IN0020050012,8.05
April 2006,IN0020010107,7.52
April 2006,IN0020040039,7.94
April 2006,IN0020060219,7.46
April 2006,IN0020050041,7.29
April 2006,IN0020010057,7.09
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.55
April 2006,IN0020050041,7.40
April 2006,IN0020010107,7.60
April 2006,IN3120050049,7.72
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020060219,7.47
April 2006,IN0020060219,7.47
April 2006,IN0020010057,7.09
April 2006,IN3120050049,7.72
April 2006,IN0020010057,7.09
April 2006,IN3120050049,7.72
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN3120050049,7.72
April 2006,IN0020060219,7.45
April 2006,IN0020020247,7.99
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.11
April 2006,IN0020010057,7.11
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN3120050049,7.72
April 2006,IN0020050041,7.27
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN3120050049,7.72
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.09
April 2006,IN0020000082,7.05
April 2006,IN0020010057,7.10
April 2006,IN0019980120,7.04
April 2006,IN3120050049,7.72
April 2006,IN0020010115,7.28
April 2006,IN0020000082,7.05
April 2006,IN0020010107,7.54
April 2006,IN0020010107,7.54
April 2006,IN0020050012,7.95
April 2006,IN002005Z015,5.65
April 2006,IN0020030048,7.62
April 2006,IN002005Z015,6.03
April 2006,IN0020020031,7.49
April 2006,IN0020030048,7.63
April 2006,IN0020010057,7.10
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN0020010057,7.09
April 2006,IN0020020049,7.34
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.08
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.44
April 2006,IN0020060219,7.44
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.44
April 2006,IN0020060219,7.44
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020040013,7.60
April 2006,IN0020030048,7.62
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.09
April 2006,IN0020060219,7.47
April 2006,IN0020010057,7.61
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.10
April 2006,IN0020010107,7.54
April 2006,IN0020010107,7.54
April 2006,IN0020010107,7.59
April 2006,IN0020010057,7.10
April 2006,IN0020060219,7.45
April 2006,IN0020060219,7.45
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.08
April 2006,IN0020010057,7.07
April 2006,IN0020050041,7.27
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020010107,7.53
April 2006,IN0020060219,7.44
April 2006,IN0020060219,7.44
April 2006,IN0020010057,7.07
April 2006,IN0020060219,7.43
April 2006,IN0020060219,7.44
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.07
April 2006,IN0020010057,7.06
April 2006,IN0020020122,7.24
April 2006,IN0020010115,7.28
April 2006,IN0020010107,7.56
April 2006,IN0020040039,7.94
April 2006,IN0020010057,7.08
April 2006,IN0020040039,7.99
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020060219,7.43
April 2006,IN0020010107,7.52
April 2006,IN0020010107,7.52
April 2006,IN0020060219,7.42
April 2006,IN0020060219,7.43
April 2006,IN0020060219,7.43
April 2006,IN0020010107,7.52
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.51
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.51
April 2006,IN0020010057,7.06
April 2006,IN0020060219,7.45
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.06
April 2006,IN0019980062,6.26
April 2006,IN0020010057,7.07
April 2006,IN0020020064,6.95
April 2006,IN0020020064,6.95
April 2006,IN0020060219,7.42
April 2006,IN0020010057,7.07
April 2006,IN0020010107,7.51
April 2006,IN0019980120,7.04
April 2006,IN0020010057,7.06
April 2006,IN0020010057,7.09
April 2006,IN0020060219,7.45
April 2006,IN0020020064,6.95
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.52
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.51
April 2006,IN0020000108,6.53
April 2006,IN0019980062,6.22
April 2006,IN0020010057,7.05
April 2006,IN0020000108,6.53
April 2006,IN0020020064,6.95
April 2006,IN0020060219,7.42
April 2006,IN0020010057,7.05
April 2006,IN0020010057,7.05
April 2006,IN0020010057,7.05
April 2006,IN0020010107,7.54
April 2006,IN0020060219,7.42
April 2006,IN0020060219,7.42
April 2006,IN0020060219,7.42
April 2006,IN0020010107,7.50
April 2006,IN0020010107,7.50
April 2006,IN0020010057,7.05
April 2006,IN0020010107,7.50
April 2006,IN0020010057,7.05
April 2006,IN0020010107,7.50
April 2006,IN0020020064,6.95
April 2006,IN0020010107,7.50
April 2006,IN0020010107,7.50
April 2006,IN0020020064,6.95
April 2006,IN0020010107,7.51
April 2006,IN0020010107,7.51
April 2006,IN0020060219,7.42
April 2006,IN0020060219,7.41
April 2006,IN0020010107,7.50
April 2006,IN0020010107,7.50
April 2006,IN0020040039,7.94
April 2006,IN0020010107,7.51
April 2006,IN0020060219,7.41
April 2006,IN0020040039,7.94
April 2006,IN0020010057,7.05
April 2006,IN0020010057,7.04
April 2006,IN0020010057,7.04
April 2006,IN0020010057,7.04
April 2006,IN0020040039,7.94
April 2006,IN0020060219,7.41
April 2006,IN0020020049,7.33
April 2006,IN0020040039,7.94
April 2006,IN0020010107,7.50
April 2006,IN0020020049,7.33
April 2006,IN0020010057,7.17
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.54
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010107,7.61
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.54
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.62
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.55
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.55
April 2006,IN0020020064,7.02
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.15
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.54
April 2006,IN0020010057,7.17
April 2006,IN0020010057,7.16
April 2006,IN0020010057,7.16
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.17
April 2006,IN0020020064,7.02
April 2006,IN0020010107,7.62
April 2006,IN0020060219,7.54
April 2006,IN0020010107,7.62
April 2006,IN0020060219,7.54
April 2006,IN002005Z015,5.85
April 2006,IN0020020163,7.57
April 2006,IN0020060219,7.54
April 2006,IN0020020163,7.66
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.55
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.53
April 2006,IN0020060219,7.53
April 2006,IN0020010057,7.15
April 2006,IN0020010107,7.61
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.15
April 2006,IN0020060219,7.53
April 2006,IN0020060219,7.53
April 2006,IN0020010057,7.15
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0020010057,7.14
April 2006,IN0020060219,7.54
April 2006,IN0019980062,6.34
April 2006,IN0020060219,7.52
April 2006,IN0020010107,7.59
April 2006,IN0020010057,7.14
April 2006,IN0020010107,7.60
April 2006,IN0020020122,7.29
April 2006,IN0020010107,7.61
April 2006,IN0020060219,7.52
April 2006,IN0020060219,7.54
April 2006,IN0020010057,7.15
April 2006,IN0019980062,6.33
April 2006,IN0020010107,7.60
April 2006,IN0020010107,7.60
April 2006,IN0020010057,7.16
April 2006,IN0020060219,7.54
April 2006,IN0020060219,7.53
April 2006,IN0020060219,7.53
April 2006,IN0020060219,7.54
